ind2d,year,theta_c,theta_k
45,1998.0,0.8323301351863854,0.12150340953146224
45,1999.0,0.8262411607912168,0.1105868522903497
45,2000.0,0.8186218285682005,0.11394375531794723
45,2001.0,0.8073330544096103,0.1331235884848817
45,2002.0,0.7975766579137282,0.14849981940817064
45,2003.0,0.7761783204360498,0.21235318697879013
45,2004.0,0.7640242802304069,0.22473207703593903
45,2005.0,0.7634802333146125,0.25271562716705126
22,1985.0,0.8884565793715385,0.3282109838816568
22,1986.0,0.8430010043010233,0.1412537451308728
53,2011.0,0.8272086199410739,0.22731387098188677
53,2012.0,0.8419951874421436,0.16432791678083183
53,2013.0,0.853635392797057,0.12952807369120886
53,2014.0,0.85051279685928,0.09837585649123144
53,2015.0,0.8543673813066873,0.03468691224418509
71,1968.0,0.9198930702038276,0.04170052329088852
71,1969.0,0.9198930702038276,0.04170052329088852
71,1970.0,0.8858101078382183,0.08448266185694021
71,1988.0,0.9259143478967916,0.08459411862397442
71,1989.0,0.9143492585433189,0.1528109766635635
62,1996.0,0.8576521942308141,0.059026064315171003
62,1997.0,0.8586526637847288,0.07921847234761689
62,1998.0,0.8652349459325981,0.09521779189220879
62,2000.0,0.8758071209637439,0.0851455014274482
62,2001.0,0.8753933779110717,0.09649282419720762
62,2002.0,0.8748003419299275,0.06639281702809377
62,2003.0,0.8711683039341003,0.0788214620413572
62,2004.0,0.8673637592042892,0.13391031880386467
62,2005.0,0.861736973531265,0.09637805885414402
62,2006.0,0.8554587961223358,0.10785529713117102
62,2007.0,0.8430996585506643,0.11958905393216329
62,2008.0,0.8323994547166366,0.10840087887581798
62,2009.0,0.8246418484225475,0.09702877817832391
62,2010.0,0.8218565148768996,0.13297517522969682
62,2011.0,0.8149633487255755,0.18978002313082978
62,2012.0,0.8163992948075991,0.1567288042220883
62,2013.0,0.827085647776985,0.20569225003512484
62,2014.0,0.8274472906108242,0.2181599456202153
62,2015.0,0.8282000041341555,0.21614822934478256
62,2016.0,0.8341747929503784,0.149279009326516
72,1974.0,0.8886260119853286,0.18584703700599625
72,1975.0,0.8860196437795358,0.15270247117241703
72,1976.0,0.8796658573863202,0.12164273017915836
51,2013.0,0.7508094944633109,0.3272673246536666
51,2014.0,0.7477498690842874,0.263191339950156
51,2015.0,0.7469420341896771,0.25190603644081744
45,1955.0,0.9199909906914417,0.09832982506795179
45,1956.0,0.9199909906914417,0.09832982506795179
45,1957.0,0.9199909906914417,0.09832982506795179
45,1958.0,0.9199909906914417,0.09832982506795179
45,1959.0,0.9199909906914417,0.09832982506795179
45,1960.0,0.9199909906914417,0.09832982506795179
23,1961.0,0.9024234291701226,0.10210023768719932
23,2010.0,0.9416464031791643,0.0516010211433945
23,2011.0,0.947383551150401,0.061914281711758105
23,2012.0,0.9383911219663329,0.055873064717459044
23,2013.0,0.9420237060454061,0.023096581400140537
23,2014.0,0.9364523637611485,0.03956380604469324
23,2015.0,0.9358597458690866,0.042447526919929784
22,1955.0,0.8705823224626313,0.07716957189963196
22,1956.0,0.8705823224626313,0.07716957189963196
22,1957.0,0.8705823224626313,0.07716957189963196
22,1958.0,0.8705823224626313,0.07716957189963196
22,1959.0,0.8705823224626313,0.07716957189963196
22,1960.0,0.8705823224626313,0.07716957189963196
22,1961.0,0.8705823224626313,0.07716957189963196
22,1962.0,0.8705823224626313,0.07716957189963196
